"","species_name_sem","neighbor_name_sem","mean","lower","upper"
"27","CLAPUR","Z",-0.79747559935722,-2.14205408420736,0.506586879469794
"28","COLLIN","APOAND",0.0893128424208049,-0.00138929793438416,0.197569153191999
"29","COLLIN","CERGLO",-0.0425327695959715,-0.174662418502551,0.0764988610781795
"30","COLLIN","CIRSIUM",-0.00991995550985119,-0.178443470467097,0.154292640578419
"31","COLLIN","CLAPUR",0.109958691038562,0.057446120186488,0.164706026390799
"32","COLLIN","COLLIN",0.04671097623874,-0.0141413230238484,0.108767566019332
"33","COLLIN","COLLOM",-0.0225538685845589,-0.0520861670924821,0.0113832692546714
"34","COLLIN","D",0.0504517345872376,-0.092026730305136,0.229593609967416
"35","COLLIN","DAUCAR",-0.0283058133854789,-0.119789197453285,0.0489510867714587
"36","COLLIN","EPIDEN",0.0121857008961909,-0.0194952748813455,0.0460201752302948
"37","COLLIN","ERILAN",0.0285146693426859,-0.0841809117971119,0.158646648440451
"38","COLLIN","F",0.117451128211494,-0.0355537555237784,0.345240950757946
"39","COLLIN","G",0.0677429563390905,-0.0862289580660264,0.276359176183315
"40","COLLIN","GERANIUM",0.0301581961249578,-0.0963048758037575,0.178465875879854
"41","COLLIN","GILCAP",0.0357419046737047,-0.0217304900097263,0.0883595111547291
"42","COLLIN","HYPERNICUM",0.0295691769338286,-0.108746313938564,0.183303531004517
"43","COLLIN","LACTUCA",0.00793000327316036,-0.139439545291569,0.165706958015224
"44","COLLIN","LATHVIC",0.115237195144977,0.0485345913637112,0.187907603640332
"45","COLLIN","LEUVUL",0.0473241183926717,-0.110733663168558,0.241751155899641
"46","COLLIN","LUPBIC",-0.000574245479930287,-0.17680578459232,0.175778170515275
"47","COLLIN","MYOSOTIS",0.0101872927663409,-0.058344721878678,0.0767298783670764
"48","COLLIN","NAVSQU",0.0134034958518855,0.00245941285921715,0.0261291845432778
"49","COLLIN","PLAFIG",0.0351214376084885,-0.00315318574307107,0.0724383202795575
"50","COLLIN","PLECON",-0.00831351295325296,-0.156563080503435,0.140597211884818
"51","COLLIN","SHEARV",0.0477392574092872,0.0197198382156134,0.0797236422630194
"52","COLLIN","TRIFOLIUM",0.0577092172884817,-0.00322421536118879,0.118036238840802
"53","COLLIN","VERARV",-0.0223518016469205,-0.210523349221159,0.141529723505694
"54","COLLIN","Z",-0.0053712090977371,-0.184974139752673,0.166430967812037
"55","COLLOM","APOAND",-0.356991451437856,-0.794668317640406,0.053693443573505
"56","COLLOM","CERGLO",0.201075776089247,-0.546680395318647,0.856932546420199
"57","COLLOM","CIRSIUM",0.0091377418399851,-0.156004690765883,0.175478689720621
"58","COLLOM","CLAPUR",-0.163197214335542,-0.432291534727306,0.10518050639973
"59","COLLOM","COLLIN",-0.147690613370295,-0.670154905521142,0.35936960943904
"60","COLLOM","COLLOM",0.0547049537849909,-0.121902077646053,0.219125480925922
"61","COLLOM","D",0.407814087733525,-0.939323116863393,1.73208924056115
"62","COLLOM","DAUCAR",-0.253092238085042,-1.49243697267829,0.87128114149812
"63","COLLOM","EPIDEN",0.102713024949616,-0.121657909704671,0.319310237968701
"64","COLLOM","ERILAN",-0.0865239414149113,-1.59036957929645,1.3753298260851
"65","COLLOM","F",-0.991467757941517,-1.91277287689254,-0.112611903418751
"66","COLLOM","G",0.0513007851076093,-1.51753328045976,1.64062466913693
"67","COLLOM","GERANIUM",0.210972915321083,-0.76331379056613,1.10884509709521
"68","COLLOM","GILCAP",-0.0767980700612251,-0.379842583875905,0.220532937715126
"69","COLLOM","HYPERNICUM",-0.0289398055961593,-0.187713382575919,0.110232708199262
"70","COLLOM","LACTUCA",0.0693928312753511,-0.979912407756824,1.07436346396783
"71","COLLOM","LATHVIC",-0.0280197703662148,-0.334366956566186,0.228192131005952
"72","COLLOM","LEUVUL",-0.0245550358645004,-1.68341138197695,1.5957614175785
"73","COLLOM","LUPBIC",-0.269129822240804,-1.67953077626082,1.06205043580357
"74","COLLOM","MYOSOTIS",-0.278261968383454,-0.852478435730285,0.279349076643765
"75","COLLOM","NAVSQU",-0.030409801094933,-0.109942065542764,0.0512378073457976
"76","COLLOM","PLAFIG",0.330397150810884,-0.491291156678847,1.08472552944712
"77","COLLOM","PLECON",0.385011070840848,-0.994533280030385,1.73677630038296
"78","COLLOM","SHEARV",-0.0217615474137768,-0.25368238396761,0.200271541225268
"79","COLLOM","TRIFOLIUM",-0.00839276605578595,-0.718858630964264,0.704858143705222
"80","COLLOM","VERARV",0.0214240451692595,-0.139066375421361,0.204934950521566
"81","COLLOM","Z",0.351794690103738,-1.32750954340908,1.95707561437645
"82","EPIDEN","APOAND",0.136861303064171,-0.452819740591042,0.712389979219116
"83","EPIDEN","CERGLO",-0.495899591479014,-1.81081493398647,0.705247325405034
"84","EPIDEN","CIRSIUM",-0.422627889970946,-2.21921132713375,1.32292769981998
"85","EPIDEN","CLAPUR",0.0929221206474771,-0.122093823338381,0.296031707817037
"86","EPIDEN","COLLIN",0.166129773282691,-0.231172565507911,0.506500749378104
"87","EPIDEN","COLLOM",0.0684941278550392,-0.0848899722312822,0.210567255910858
"88","EPIDEN","D",0.606311611109768,-0.279392831993442,1.33566501133849
"89","EPIDEN","DAUCAR",0.073339934878137,-0.409173432447805,0.545092947094346
"90","EPIDEN","EPIDEN",-0.0419539517052976,-0.144453993704338,0.0458224015933262
"91","EPIDEN","ERILAN",-0.17532615986304,-1.68654181017179,1.36715403634452
"92","EPIDEN","F",0.131628668715134,-0.0392474756884803,0.404434889913563
"93","EPIDEN","G",-0.266313448806344,-2.13255333816397,1.58864906975131
"94","EPIDEN","GERANIUM",0.325373264955356,-0.860801849218457,1.46775035636197
"95","EPIDEN","GILCAP",0.216079612211666,-0.155746905748224,0.58934697633997
"96","EPIDEN","HYPERNICUM",0.203668920479595,-1.32581924955391,1.62875804636936
"97","EPIDEN","LACTUCA",0.0841002359211245,-1.26057110831331,1.32303185029607
"98","EPIDEN","LATHVIC",0.0884872455623264,-0.189144382443857,0.347544719401026
"99","EPIDEN","LEUVUL",0.0529949283501005,-0.118430651308289,0.273606055297481
"100","EPIDEN","LUPBIC",-0.000307264387333628,-0.189136371084823,0.196208709930215
"101","EPIDEN","MYOSOTIS",-0.169920483544469,-0.755517215032207,0.43796616535801
"102","EPIDEN","NAVSQU",0.00524277880503732,-0.0373060697922627,0.0437112217534305
"103","EPIDEN","PLAFIG",-0.364390306111393,-0.858676807520831,0.109830379930425
"104","EPIDEN","PLECON",-0.252066218687376,-1.2582354849938,0.716808918013824
"105","EPIDEN","SHEARV",0.0511649058787666,-0.049076235961509,0.145318103198864
"106","EPIDEN","TRIFOLIUM",-0.169274193746757,-1.41038200803533,1.09757856628777
"107","EPIDEN","VERARV",-0.0243769033634119,-0.224700709061916,0.15711442880549
"108","EPIDEN","Z",-0.00619769492913993,-0.200173965029304,0.188690562143754
"109","GILCAP","APOAND",0.465175972728683,-0.201402736519054,1.10569226912643
"110","GILCAP","CERGLO",-0.801452679858579,-1.67033690157593,0.0886354973123044
"111","GILCAP","CIRSIUM",-0.27596174218802,-1.91262146786535,1.33283644417105
"112","GILCAP","CLAPUR",0.216668447479503,0.0856729999591047,0.338455822365757
"113","GILCAP","COLLIN",-0.268939518388294,-0.843102287122078,0.347133243667178
"114","GILCAP","COLLOM",-0.0444139425498241,-0.179341131099931,0.0919051376174066
"115","GILCAP","D",0.74578970700394,-0.510544849470387,1.98251696629415
"116","GILCAP","DAUCAR",-0.262800345056782,-0.575181488583172,0.0259402192881949
"117","GILCAP","EPIDEN",-0.0657777244286539,-0.242910704579443,0.112384619656967
"118","GILCAP","ERILAN",-0.179752431336702,-0.689962090129902,0.296495284524883
"119","GILCAP","F",0.167183139516454,-0.0510772780578415,0.508102571581125
"120","GILCAP","G",0.367704714617938,-1.0762982590229,1.81345281540723
"121","GILCAP","GERANIUM",-0.00806624061774241,-0.68689683135959,0.631274453990885
"122","GILCAP","GILCAP",0.32081101465196,0.0041703259288706,0.620154358392079
"123","GILCAP","HYPERNICUM",-0.534268280889975,-2.05413281565458,0.929614157485983
"124","GILCAP","LACTUCA",0.414122581155842,-0.71650583454305,1.57308608058538
"125","GILCAP","LATHVIC",0.130790863951651,-0.251314408011697,0.494573742121471
"126","GILCAP","LEUVUL",0.771577965419373,-0.877293844427837,2.36996576135775
"127","GILCAP","LUPBIC",-0.00101432845198367,-0.244625238322071,0.245813899153414
"128","GILCAP","MYOSOTIS",-0.0128468194135375,-0.253001841674489,0.230521081931464
"129","GILCAP","NAVSQU",0.0340910103233392,-0.00885633873730949,0.074870338723032
"130","GILCAP","PLAFIG",-0.235329157335375,-0.572072240780905,0.0440576060581347
"131","GILCAP","PLECON",-0.0137306725885851,-0.232612965322543,0.199208563923059
"132","GILCAP","SHEARV",0.0333511541912379,-0.0535387214382948,0.118697699426097
"133","GILCAP","TRIFOLIUM",-0.220579591166771,-0.672712794136389,0.207431818112117
"134","GILCAP","VERARV",-0.580894502028716,-2.02429206308579,0.885382478132218
"135","GILCAP","Z",-0.00753950273132249,-0.255917025367124,0.240797356029951
"136","NAVSQU","APOAND",0.323056695107438,-0.385007756337784,0.953873574503391
"137","NAVSQU","CERGLO",0.00683659336902431,-0.971533596105553,0.929495811094028
"138","NAVSQU","CIRSIUM",-0.0266216512455408,-0.473706725978686,0.399925523251859
"139","NAVSQU","CLAPUR",0.138712957553117,-0.160670392384052,0.404438033211102
"140","NAVSQU","COLLIN",0.303451367850121,-0.279260865755019,0.866811668117964
"141","NAVSQU","COLLOM",-0.0766714813878128,-0.367824354903202,0.210420781279731
"142","NAVSQU","D",0.0135480684565149,-1.73017515626229,1.74190058779467
"143","NAVSQU","DAUCAR",-0.322024051311383,-0.906180654779458,0.162881869477084
"144","NAVSQU","EPIDEN",0.110527979264401,-0.138667574204855,0.290713516346021
"145","NAVSQU","ERILAN",0.0177029475495879,-1.31918568155641,1.38349608765652
"146","NAVSQU","F",0.309142951554359,-0.0964457268336796,0.94388662374116
"147","NAVSQU","G",1.00245764400252,-0.578504545467158,2.49847818719391
"148","NAVSQU","GERANIUM",0.238234296358623,-1.33935010572113,1.79493493127782
"149","NAVSQU","GILCAP",0.274661305865036,-0.262391567329856,0.794194089917159
"150","NAVSQU","HYPERNICUM",0.0806632819546145,-0.283694437206041,0.494444852787306
"151","NAVSQU","LACTUCA",0.0162684551914741,-1.70701393385334,1.71326103961676
"152","NAVSQU","LATHVIC",0.563636100625351,0.0613438252050538,1.03978828760901
"153","NAVSQU","LEUVUL",0.125236810051395,-0.281417055770235,0.630732477919222
"154","NAVSQU","LUPBIC",-0.00205719702958217,-0.47137144677131,0.454205087769206
"155","NAVSQU","MYOSOTIS",-0.037839972943218,-0.613772423642409,0.550451893528688
"156","NAVSQU","NAVSQU",0.0108832423009404,-0.051975311570468,0.0690231673506257
"157","NAVSQU","PLAFIG",0.0332470162852234,-0.109221055512372,0.153068970931155
"158","NAVSQU","PLECON",-0.0252744944349573,-0.446288158801958,0.366580639167389
"159","NAVSQU","SHEARV",0.0959070580507576,-0.0490970474308605,0.225650841530901
"160","NAVSQU","TRIFOLIUM",-0.289411071380147,-0.975638170894277,0.388242522726907
"161","NAVSQU","VERARV",-0.0577646934286987,-0.530889308081688,0.365983303010282
"162","NAVSQU","Z",-0.0151142712087323,-0.478646739251876,0.456185240967892
"163","PLAFIG","APOAND",0.191168298954245,-0.00345325590415133,0.39201356251044
"164","PLAFIG","CERGLO",-0.0914841629133266,-0.367278882930018,0.166883226507697
"165","PLAFIG","CIRSIUM",-0.0214942532075838,-0.388034467098453,0.325358962052542
"166","PLAFIG","CLAPUR",0.237213991486713,0.158717904886336,0.324425052838632
"167","PLAFIG","COLLIN",0.103527674274561,-0.0302582834977171,0.246347016793616
"168","PLAFIG","COLLOM",-0.0460580506127155,-0.104249663649231,0.0360175412447665
"169","PLAFIG","D",0.108961658350288,-0.198060103766834,0.487724677850913
"170","PLAFIG","DAUCAR",-0.0607491823490651,-0.250994695071844,0.112830195266759
"171","PLAFIG","EPIDEN",0.0255433419283873,-0.0465470692849457,0.0933058356283819
"172","PLAFIG","ERILAN",0.0610134592892538,-0.185766885437317,0.329556452464465
"173","PLAFIG","F",0.255102690763333,-0.0761222225013556,0.777444439095865
"174","PLAFIG","G",0.147520907622407,-0.183258293009579,0.578790637735005
"175","PLAFIG","GERANIUM",0.059579831360491,-0.216653173700539,0.349170345336845
"176","PLAFIG","GILCAP",0.0837929496442556,-0.0398059717434344,0.228505021486567
"177","PLAFIG","HYPERNICUM",0.0643474492750003,-0.234279872597666,0.385991262266626
"178","PLAFIG","LACTUCA",0.0173202037362245,-0.306596553130957,0.344894035196495
"179","PLAFIG","LATHVIC",0.249083433032337,0.119241519768399,0.378018200029415
"180","PLAFIG","LEUVUL",0.101352764784447,-0.235913470650185,0.515115824164006
"181","PLAFIG","LUPBIC",-0.00114283793435749,-0.379429755265236,0.366824430529023
"182","PLAFIG","MYOSOTIS",0.0209663001600349,-0.125308370228728,0.158724751011915
"183","PLAFIG","NAVSQU",0.0283999338249274,0.00687093200235074,0.0506744987280043
"184","PLAFIG","PLAFIG",0.0734282436578059,-0.00807260514184424,0.136214000095353
"185","PLAFIG","PLECON",-0.0216996569043642,-0.347407341933351,0.292042342703025
"186","PLAFIG","SHEARV",0.102990910583106,0.0513640867823116,0.160355512059028
"187","PLAFIG","TRIFOLIUM",0.126137700546214,-0.00776958523139679,0.26323145868969
"188","PLAFIG","VERARV",-0.0470615762474576,-0.43951228929332,0.308229818676423
"189","PLAFIG","Z",-0.0124741572209976,-0.388978827128789,0.365634585243474
"190","PLECON","APOAND",0.951762635239162,-0.0228360807592704,2.34641243347415
"191","PLECON","CERGLO",-0.463391937429377,-2.06587001265463,0.835775310863233
"192","PLECON","CIRSIUM",-0.107876882205798,-2.09454602776078,1.67917531255431
"193","PLECON","CLAPUR",1.18108130454384,0.41376486800079,2.27690581872473
"194","PLECON","COLLIN",0.489802265119051,-0.154543290039609,1.27872075659128
"195","PLECON","COLLOM",-0.238179263250664,-0.669164326598775,0.143260646428316
"196","PLECON","D",0.536066979834497,-1.01691357829801,2.62579233885284
"197","PLECON","DAUCAR",-0.304728268753149,-1.37941927839692,0.557767604227134
"198","PLECON","EPIDEN",0.134656213400054,-0.208371712310623,0.550882067016984
"199","PLECON","ERILAN",0.262988778773551,-1.09439391251296,1.58072027495414
"200","PLECON","F",1.26258582630045,-0.36101405378243,4.14009214909709
"201","PLECON","G",0.732709194699696,-0.91648288423217,3.16840755781586
"202","PLECON","GERANIUM",0.272591396168957,-1.24748479111734,1.77791265361124
"203","PLECON","GILCAP",0.40706524227824,-0.197128738453316,1.22497882937458
"204","PLECON","HYPERNICUM",0.315873417246403,-1.18591520987532,2.14537064174615
"205","PLECON","LACTUCA",0.0915934340446548,-1.60463355364705,1.88505406880758
"206","PLECON","LATHVIC",1.2372511851102,0.338419273685713,2.48401689351188
"207","PLECON","LEUVUL",0.509348322537969,-1.171681175944,2.77550928371437
"208","PLECON","LUPBIC",-0.00755344114661833,-1.94907823137004,1.98965320698655
"209","PLECON","MYOSOTIS",0.110436447205751,-0.626700389681231,0.895752818007794
"210","PLECON","NAVSQU",0.141325047117733,0.0215310901609607,0.327087624931942
"211","PLECON","PLAFIG",0.371762207832386,-0.0383671278367618,0.910936272698627
"212","PLECON","PLECON",-0.0981979503052556,-1.80689616403071,1.52062356580787
"213","PLECON","SHEARV",0.513371248853537,0.1464755108138,1.06324602479144
"214","PLECON","TRIFOLIUM",0.632541362641367,-0.0313551165570939,1.62586599294306
"215","PLECON","VERARV",-0.233992120020796,-2.31347439375141,1.56938641227618
"216","PLECON","Z",-0.0542933643239202,-2.04931196678816,1.8564324111269
