PARK,PLOT,SPECIES,REP,date,PLOT,SUBPLOT,height,stems,fr1,fr2,fr3,fr4,fr5,EXACTFR,BIOMASS,TOPFR,SIDEFR,notes
RF,ALONE,CLAPUR,11,7/10/24,NA,NA,82,1,96,,,,,,,,,
RF,ALONE,CLAPUR,12,7/10/24,NA,NA,61,1,15,,,,,,,,,
RF,ALONE,CLAPUR,13,7/10/24,NA,NA,63.8,1,13,,,,,,,,,
RF,ALONE,CLAPUR,14,7/10/24,NA,NA,70.3,1,36,,,,,,,,,
SEM,ALONE,CLAPUR,11,8/7/24,NA,NA,6.5,1,7,,,,,,0.267,,,
SEM,ALONE,CLAPUR,12,8/7/24,NA,NA,5.9,1,11,,,,,,0.47,,,
SEM,ALONE,CLAPUR,13,8/7/24,NA,NA,7.6,1,22,,,,,,0.564,,,
SEM,ALONE,CLAPUR,4,8/7/24,NA,NA,7.9,1,10,,,,,,0.716,,,
SEM,ALONE,CLAPUR,5,8/7/24,NA,NA,7.7,1,29,,,,,,0.801,,,
SEM,ALONE,CLAPUR,6,8/7/24,NA,NA,6.1,1,16,,,,,,0.367,,,
SEM,ALONE,CLAPUR,7,8/7/24,NA,NA,4.5,1,2,,,,,,0.111,,,
SEM,ALONE,CLAPUR,8,8/7/24,NA,NA,8.1,1,8,,,,,,0.468,,,
SEM,ALONE,CLAPUR,9,8/7/24,NA,NA,11.6,1,10,,,,,,0.654,,,
SEM,ALONE,CLAPUR,10,8/7/24,NA,NA,7,1,9,,,,,,0.39,,,
WIR,ALONE,CLAPUR,1,7/12/24,NA,NA,10.7,,30,,,,,,1.4725,,,
WIR,ALONE,CLAPUR,2,7/12/24,NA,NA,11.4,,19,,,,,,0.6239,,,
WIR,ALONE,CLAPUR,3,7/12/24,NA,NA,10.6,,71,,,,,,2.0077,,,
WIR,ALONE,CLAPUR,4,7/12/24,NA,NA,14.4,,76,,,,,,,,,
WIR,ALONE,CLAPUR,5,7/12/24,NA,NA,14.5,,93,,,,,,,,,
WIR,ALONE,CLAPUR,6,7/12/24,NA,NA,15.6,,34,,,,,,1.6878,,,
WIR,ALONE,CLAPUR,7,7/12/24,NA,NA,11.5,,18,,,,,,0.6785,,,
WIR,ALONE,CLAPUR,8,7/12/24,NA,NA,10.3,,58,,,,,,3.385,,,
WIR,ALONE,CLAPUR,9,7/12/24,NA,NA,14.5,,33,,,,,,0.557,,,
WIR,ALONE,CLAPUR,10,7/12/24,NA,NA,7.1,,2,,,,,,,,,
WIR,ALONE,CLAPUR,11,7/12/24,NA,NA,13.5,1,51,,,,,,0.9403,,,
WIR,ALONE,CLAPUR,12,7/12/24,NA,NA,7.6,1,37,,,,,,,,,
WIR,ALONE,CLAPUR,13,7/12/24,NA,NA,16,1,22,,,,,,,,,
BR,ALONE,COLLIN,1,7/2/24,NA,NA,9,1,16,,,,,,,,,
BR,ALONE,COLLIN,2,,NA,NA,,,,,,,,,,,,GONE
BR,ALONE,COLLIN,3,,NA,NA,,,,,,,,,,,,GONE
BR,ALONE,COLLIN,4,7/2/24,NA,NA,22.7,1,39,,,,,,0.053,,,
BR,ALONE,COLLIN,5,7/2/24,NA,NA,4.5,1,5,,,,,,0.041,,,
BR,ALONE,COLLIN,6,7/2/24,NA,NA,12.6,1,12,,,,,,0.21,,,
BR,ALONE,COLLIN,7,7/2/24,NA,NA,8.5,1,2,,,,,,0.132,,,
BR,ALONE,COLLIN,8,7/2/24,NA,NA,7.6,1,2,,,,,,0.015,,,
BR,ALONE,COLLIN,9,7/2/24,NA,NA,6,1,3,,,,,,0.02,,,
BR,ALONE,COLLIN,10,7/2/24,NA,NA,8.6,1,6,,,,,,,,,
BR,ALONE,COLLIN,11,7/2/24,NA,NA,7.5,1,8,,,,,,,,,
BR,ALONE,COLLIN,12,7/2/24,NA,NA,4.4,1,1,,,,,,,,,
RF,ALONE,COLLIN,1,6/28/24,NA,NA,44.4,4,110,84,216,469,,879,,,,
RF,ALONE,COLLIN,2,6/28/24,NA,NA,38.1,8,19,15,45,24,135,238,,,,
RF,ALONE,COLLIN,3,6/28/24,NA,NA,38.1,5,105,79,139,140,228,691,,,,
RF,ALONE,COLLIN,4,6/28/24,NA,NA,34.3,5,78,73,32,152,143,478,,,,
RF,ALONE,COLLIN,5,6/28/24,NA,NA,29.4,4,12,39,25,82,,158,,,,
RF,ALONE,COLLIN,6,6/28/24,NA,NA,42.1,6,75,200,12,149,65,501,,,,
RF,ALONE,COLLIN,7,6/28/24,NA,NA,39.4,5,68,63,68,51,224,474,,,,
RF,ALONE,COLLIN,8,6/28/24,NA,NA,47.9,5,80,167,95,174,373,889,,,,
RF,ALONE,COLLIN,9,6/28/24,NA,NA,39.6,3,40,14,90,,,144,,,,
RF,ALONE,COLLIN,10,6/28/24,NA,NA,39.5,1,129,,,,,129,,,,
SEM,ALONE,COLLIN,1,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLIN,2,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLIN,3,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLIN,4,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLIN,5,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLIN,6,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLIN,7,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLIN,8,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLIN,9,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLIN,10,,NA,NA,,,,,,,,,,,,GONE
WIR,ALONE,COLLIN,1,,NA,NA,,,,,,,,,,,,dead
WIR,ALONE,COLLIN,2,,NA,NA,,,,,,,,,,,,dead
WIR,ALONE,COLLIN,3,7/2/24,NA,NA,7.3,1,0,,,,,,,,,
WIR,ALONE,COLLIN,4,7/2/24,NA,NA,14.4,1,33,,,,,,,,,
WIR,ALONE,COLLIN,5,7/2/24,NA,NA,17.1,1,118,,,,,,,,,
WIR,ALONE,COLLIN,6,7/2/24,NA,NA,21.6,1,41,,,,,,,,,
WIR,ALONE,COLLIN,7,7/2/24,NA,NA,8.2,1,24,,,,,,,,,
WIR,ALONE,COLLIN,8,7/2/24,NA,NA,10.1,1,12,,,,,,,,,
WIR,ALONE,COLLIN,9,7/2/24,NA,NA,8.5,1,4,,,,,,,,,
WIR,ALONE,COLLIN,10,7/2/24,NA,NA,5.2,1,10,,,,,,,,,
WIR,ALONE,COLLIN,11,7/2/24,NA,NA,4.5,1,7,,,,,,,,,
WIR,ALONE,COLLIN,12,7/2/24,NA,NA,9.3,1,2,,,,,,,,,
WIR,ALONE,COLLIN,13,7/2/24,NA,NA,5.6,1,2,,,,,,,,,
BR,ALONE,COLLOM,1,7/24/24,NA,NA,8.4,2,5,,,,,,0.618,9,1,
BR,ALONE,COLLOM,2,,NA,NA,,,,,,,,,,,,DEAD
BR,ALONE,COLLOM,3,7/24/24,NA,NA,6.4,1,15,,,,,,1.544,6,4,
BR,ALONE,COLLOM,4,7/24/24,NA,NA,12.4,1,32,,,,,,3.677,5,4,
BR,ALONE,COLLOM,5,7/24/24,NA,NA,5.3,1,3,,,,,,0.329,0,2,
BR,ALONE,COLLOM,6,7/24/24,NA,NA,6.2,1,2,,,,,,0.222,6,2,GONE
BR,ALONE,COLLOM,7,,NA,NA,,,,,,,,,,,,GONE
BR,ALONE,COLLOM,8,,NA,NA,,,,,,,,,,,,GONE
BR,ALONE,COLLOM,9,,NA,NA,,,,,,,,,,,,GONE
BR,ALONE,COLLOM,10,,NA,NA,,,,,,,,,,,,GONE
RF,ALONE,COLLOM,1,7/10/24,NA,NA,83,1,68,,,,,,,,,
RF,ALONE,COLLOM,2,7/10/24,NA,NA,85,1,34,,,,,,,118,46,
RF,ALONE,COLLOM,3,7/10/24,NA,NA,83,8,81,,,,,,,64,45,
RF,ALONE,COLLOM,4,7/10/24,NA,NA,81,11,225,,,,,,,76,41,
RF,ALONE,COLLOM,5,7/10/24,NA,NA,77,1,102,,,,,,,,,
RF,ALONE,COLLOM,6,7/10/24,NA,NA,68.1,13,82,,,,,,,180,101,
RF,ALONE,COLLOM,7,7/10/24,NA,NA,82.4,9,123,,,,,,,185,34,
RF,ALONE,COLLOM,8,7/10/24,NA,NA,71,4,38,,,,,,,123,45,
RF,ALONE,COLLOM,9,7/10/24,NA,NA,67.3,1,16,,,,,,,100,44,
RF,ALONE,COLLOM,10,7/10/24,NA,NA,56.5,1,25,,,,,,,110,22,
RF,ALONE,COLLOM,11,7/10/24,NA,NA,73.5,4,237,,,,,,,,,
RF,ALONE,COLLOM,12,7/10/24,NA,NA,79.9,2,106,,,,,,,,,
RF,ALONE,COLLOM,13,7/10/24,NA,NA,80.2,7,,,,,,,,,,
SEM,ALONE,COLLOM,1,7/18/24,NA,NA,4.4,1,7,,,,,,0.3897,1,1,
SEM,ALONE,COLLOM,2,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLOM,3,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLOM,4,7/18/24,NA,NA,4.5,1,10,,,,,,0.934,1,1,
SEM,ALONE,COLLOM,5,7/18/24,NA,NA,3.8,1,5,,,,,,0.9152,1,1,
SEM,ALONE,COLLOM,6,7/18/24,NA,NA,3,1,5,,,,,,0.1489,1,1,
SEM,ALONE,COLLOM,7,7/18/24,NA,NA,4.6,1,13,,,,,,1.2805,1,1,
SEM,ALONE,COLLOM,8,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLOM,9,,NA,NA,,,,,,,,,,,,GONE
SEM,ALONE,COLLOM,10,,NA,NA,,,,,,,,,,,,GONE
WIR,ALONE,COLLOM,1,,NA,NA,,,,,,,,,,,,gone
WIR,ALONE,COLLOM,2,7/12/24,NA,NA,8.1,,15,,,,,,1.505,6,4,
WIR,ALONE,COLLOM,3,7/12/24,NA,NA,11.4,,32,,,,,,5.5,21,11,
WIR,ALONE,COLLOM,4,7/12/24,NA,NA,10.2,,26,,,,,,3.835,13,6,
WIR,ALONE,COLLOM,5,7/12/24,NA,NA,7.9,,4,,,,,,1.234,10,7,
WIR,ALONE,COLLOM,6,7/12/24,NA,NA,8,,28,,,,,,2.794,11,9,
WIR,ALONE,COLLOM,7,7/12/24,NA,NA,10.3,,30,,,,,,3.552,10,4,
WIR,ALONE,COLLOM,8,7/12/24,NA,NA,6.6,,11,,,,,,1.304,19,9,
WIR,ALONE,COLLOM,9,7/12/24,NA,NA,8.3,,7,,,,,,1.0729,13,10,
WIR,ALONE,COLLOM,10,7/12/24,NA,NA,9.1,,9,,,,,,,,,
BR,ALONE,EPIDEN,1,7/24/24,NA,NA,8.1,1,,,,,,24,1.23,,,
BR,ALONE,EPIDEN,2,7/24/24,NA,NA,7.6,1,,,,,,9,0.213,,,
BR,ALONE,EPIDEN,3,,NA,NA,,,,,,,,,,,,GONE
BR,ALONE,EPIDEN,4,7/24/24,NA,NA,11.8,1,,,,,,15,0.473,,,
BR,ALONE,EPIDEN,5,7/24/24,NA,NA,5.5,1,,,,,,13,0.389,,,
BR,ALONE,EPIDEN,6,7/24/24,NA,NA,6.4,1,,,,,,11,0.29,,,
BR,ALONE,EPIDEN,7,7/24/24,NA,NA,7.1,1,,,,,,38,1.808,,,
BR,ALONE,EPIDEN,8,7/24/24,NA,NA,7.3,1,,,,,,9,0.441,,,
BR,ALONE,EPIDEN,9,7/24/24,NA,NA,6,1,,,,,,,,,,
BR,ALONE,EPIDEN,10,7/24/24,NA,NA,6.1,1,,,,,,,,,,
BR,ALONE,EPIDEN,11,7/24/24,NA,NA,6.8,1,,,,,,23,0.997,,,
BR,ALONE,EPIDEN,12,7/24/24,NA,NA,7.1,1,,,,,,,,,,
RF,ALONE,EPIDEN,1,7/10/24,NA,NA,80.8,2,,,,,,53,20.159,,,
RF,ALONE,EPIDEN,2,7/10/24,NA,NA,80.8,1,,,,,,128,6.737,,,
RF,ALONE,EPIDEN,3,7/10/24,NA,NA,54.8,1,,,,,,100,3.527,,,
RF,ALONE,EPIDEN,4,7/10/24,NA,NA,60.9,3,,,,,,150,9.377,,,
RF,ALONE,EPIDEN,5,7/10/24,NA,NA,79.3,4,,,,,,,,,,
RF,ALONE,EPIDEN,6,7/10/24,NA,NA,74.2,1,,,,,,104,4.435,,,
RF,ALONE,EPIDEN,7,7/10/24,NA,NA,64.9,3,,,,,,223,9.446,,,
RF,ALONE,EPIDEN,8,7/10/24,NA,NA,73.7,3,,,,,,319,15.647,,,
RF,ALONE,EPIDEN,9,7/10/24,NA,NA,74.3,7,,,,,,,,,,
RF,ALONE,EPIDEN,10,7/10/24,NA,NA,72.6,4,,,,,,,,,,
RF,ALONE,EPIDEN,11,7/10/24,NA,NA,45,2,,,,,,99,2.536,,,
RF,ALONE,EPIDEN,12,7/10/24,NA,NA,73.9,5,,,,,,,,,,
RF,ALONE,EPIDEN,13,7/10/24,NA,NA,80.6,1,,,,,,,,,,
SEM,ALONE,EPIDEN,1,7/18/24,NA,NA,11,,,,,,,42,1.873,,,
SEM,ALONE,EPIDEN,2,7/18/24,NA,NA,7.5,,,,,,,61,1.682,,,
SEM,ALONE,EPIDEN,3,7/18/24,NA,NA,9.9,,,,,,,78,2.672,,,
SEM,ALONE,EPIDEN,4,7/18/24,NA,NA,12.4,,,,,,,45,1.752,,,
SEM,ALONE,EPIDEN,5,7/18/24,NA,NA,9.7,,,,,,,12,0.806,,,
SEM,ALONE,EPIDEN,6,7/18/24,NA,NA,11.8,,,,,,,99,2.839,,,
SEM,ALONE,EPIDEN,7,7/18/24,NA,NA,28.2,,,,,,,166,3.957,,,
SEM,ALONE,EPIDEN,8,7/18/24,NA,NA,12.1,,,,,,,156,3.128,,,
SEM,ALONE,EPIDEN,9,7/18/24,NA,NA,10,,,,,,,,,,,
SEM,ALONE,EPIDEN,10,7/18/24,NA,NA,12.6,,,,,,,,,,,
WIR,ALONE,EPIDEN,1,7/12/24,NA,NA,10.7,,,,,,,156,3.1,,,
WIR,ALONE,EPIDEN,2,7/12/24,NA,NA,13.7,,,,,,,149,3.921,,,
WIR,ALONE,EPIDEN,3,7/12/24,NA,NA,15.4,,,,,,,164,6.217,,,
WIR,ALONE,EPIDEN,4,7/12/24,NA,NA,10.8,,,,,,,184,3.903,,,
WIR,ALONE,EPIDEN,5,7/12/24,NA,NA,7.6,,,,,,,39,1.481,,,
WIR,ALONE,EPIDEN,6,7/12/24,NA,NA,12.2,,,,,,,73,1.759,,,
WIR,ALONE,EPIDEN,7,7/12/24,NA,NA,11.6,,,,,,,,,,,
WIR,ALONE,EPIDEN,8,7/12/24,NA,NA,14.8,,,,,,,,,,,
WIR,ALONE,EPIDEN,9,7/12/24,NA,NA,11.4,,,,,,,122,3.023,,,
WIR,ALONE,EPIDEN,10,7/12/24,NA,NA,12.8,,,,,,,,,,,
WIR,ALONE,EPIDEN,11,7/12/24,NA,NA,8.4,,,,,,,,,,,
WIR,ALONE,EPIDEN,12,7/12/24,NA,NA,11.6,,,,,,,77,2.071,,,
BR,ALONE,GILCAP,1,,NA,NA,,,,,,,,,,,,GONE
BR,ALONE,GILCAP,2,7/24/24,NA,NA,10.7,1,9,,,,,,0.765,,,
BR,ALONE,GILCAP,3,,NA,NA,,,,,,,,,,,,GONE
BR,ALONE,GILCAP,4,7/24/24,NA,NA,13.6,1,14,,,,,,0.437,,,
BR,ALONE,GILCAP,5,7/24/24,NA,NA,11.6,1,15,,,,,,0.952,,,
BR,ALONE,GILCAP,6,7/24/24,NA,NA,8.3,1,17,,,,,,0.457,,,
BR,ALONE,GILCAP,7,7/24/24,NA,NA,15.1,1,10,,,,,,0.912,,,
BR,ALONE,GILCAP,8,7/24/24,NA,NA,10,1,16,,,,,,0.195,,,
BR,ALONE,GILCAP,9,7/24/24,NA,NA,13.7,1,17,,,,,,1.15,,,
BR,ALONE,GILCAP,10,7/24/24,NA,NA,29,1,17,,,,,,1.295,,,
BR,ALONE,GILCAP,11,7/24/24,NA,NA,31.4,1,14,,,,,,,,,
RF,ALONE,GILCAP,1,7/8/24,NA,NA,66,,39,,,,,,,,,
RF,ALONE,GILCAP,2,7/8/24,NA,NA,85,,84,,,,,,,,,
RF,ALONE,GILCAP,3,7/8/24,NA,NA,73,,28,,,,,,,,,
RF,ALONE,GILCAP,4,7/8/24,NA,NA,58,,105,,,,,,,,,
RF,ALONE,GILCAP,5,7/8/24,NA,NA,75,,60,,,,,,,,,
RF,ALONE,GILCAP,6,7/8/24,NA,NA,66,,85,,,,,,,,,
RF,ALONE,GILCAP,7,7/8/24,NA,NA,68,,97,,,,,,,,,
RF,ALONE,GILCAP,8,7/8/24,NA,NA,77.1,,51,,,,,,,,,
RF,ALONE,GILCAP,9,7/8/24,NA,NA,88.2,,40,,,,,,,,,
RF,ALONE,GILCAP,10,7/8/24,NA,NA,95,,89,,,,,,,,,
SEM,ALONE,GILCAP,1,7/19/24,NA,NA,12,,34,,,,,,2.16,,,
SEM,ALONE,GILCAP,2,7/19/24,NA,NA,17.1,,37,,,,,,3.918,,,
SEM,ALONE,GILCAP,3,7/19/24,NA,NA,15.5,,39,,,,,,2.577,,,
SEM,ALONE,GILCAP,4,7/19/24,NA,NA,15.4,,9,,,,,,0.176,,,
SEM,ALONE,GILCAP,5,7/19/24,NA,NA,14,,56,,,,,,2.982,,,
SEM,ALONE,GILCAP,6,7/19/24,NA,NA,13,,21,,,,,,2.385,,,
SEM,ALONE,GILCAP,7,7/19/24,NA,NA,19.5,,54,,,,,,3.645,,,
SEM,ALONE,GILCAP,8,7/19/24,NA,NA,13.8,,17,,,,,,2.052,,,
SEM,ALONE,GILCAP,9,7/19/24,NA,NA,10.9,,43,,,,,,3.247,,,
SEM,ALONE,GILCAP,10,7/19/24,NA,NA,14.5,,30,,,,,,2.273,,,
WIR,ALONE,GILCAP,1,7/12/24,NA,NA,13,,,,,,,,,,,herbivory
WIR,ALONE,GILCAP,2,7/12/24,NA,NA,9,,38,,,,,,2.972,,,herbivory
WIR,ALONE,GILCAP,3,7/12/24,NA,NA,13.5,,101,,,,,,8.286,,,herbivory
WIR,ALONE,GILCAP,4,7/12/24,NA,NA,23,,51,,,,,,3.267,,,herbivory
WIR,ALONE,GILCAP,5,7/12/24,NA,NA,24,,92,,,,,,,,,herbivory
WIR,ALONE,GILCAP,6,7/12/24,NA,NA,24,,75,,,,,,5.11,,,herbivory
WIR,ALONE,GILCAP,7,7/12/24,NA,NA,13,,58,,,,,,3.298,,,herbivory
WIR,ALONE,GILCAP,8,7/12/24,NA,NA,24,,45,,,,,,3.147,,,herbivory
WIR,ALONE,GILCAP,9,7/12/24,NA,NA,18,,81,,,,,,2.922,,,herbivory
WIR,ALONE,GILCAP,10,7/12/24,NA,NA,12,,57,,,,,,4.229,,,herbivory
BR,ALONE,NAVSQU,1,7/24/24,NA,NA,32.8,10,65,,,,,,11.334,46,31,
BR,ALONE,NAVSQU,2,7/24/24,NA,NA,43.2,7,40,,,,,,6.363,28,13,
BR,ALONE,NAVSQU,3,7/24/24,NA,NA,35.1,5,19,,,,,,3.443,34,15,
BR,ALONE,NAVSQU,4,7/24/24,NA,NA,35.3,1,18,,,,,,,,,
BR,ALONE,NAVSQU,5,7/24/24,NA,NA,40.6,8,51,,,,,,,,,
BR,ALONE,NAVSQU,6,7/24/24,NA,NA,36.9,8,31,,,,,,4.735,18,13,
BR,ALONE,NAVSQU,7,7/24/24,NA,NA,38.7,4,18,,,,,,4.934,29,21,
BR,ALONE,NAVSQU,8,7/24/24,NA,NA,35.6,7,26,,,,,,6.517,34,16,
BR,ALONE,NAVSQU,9,7/24/24,NA,NA,13.7,4,11,,,,,,0.889,16,5,
BR,ALONE,NAVSQU,10,7/24/24,NA,NA,43.2,3,18,,,,,,4.321,28,21,
RF,ALONE,NAVSQU,1,7/10/24,NA,NA,48.2,14,145,,,,,,23.334,43,38,
RF,ALONE,NAVSQU,2,7/10/24,NA,NA,61.5,19,319,,,,,,55.398,42,38,
RF,ALONE,NAVSQU,3,7/10/24,NA,NA,49.1,6,54,,,,,,9.035,39,23,
RF,ALONE,NAVSQU,4,7/10/24,NA,NA,44,10,57,,,,,,9.511,37,11,
RF,ALONE,NAVSQU,5,7/10/24,NA,NA,55.7,10,85,,,,,,14.219,44,12,
RF,ALONE,NAVSQU,6,7/10/24,NA,NA,49.5,10,59,,,,,,13.96,43,29,
RF,ALONE,NAVSQU,7,7/10/24,NA,NA,52.1,15,206,,,,,,,,,
RF,ALONE,NAVSQU,8,7/10/24,NA,NA,52.5,7,51,,,,,,9.718,38,14,
RF,ALONE,NAVSQU,9,7/10/24,NA,NA,45.1,7,38,,,,,,5.879,39,31,
RF,ALONE,NAVSQU,10,7/10/24,NA,NA,50,10,157,,,,,,,,,
RF,ALONE,NAVSQU,11,7/10/24,NA,NA,47.5,7,51,,,,,,,,,
SEM,ALONE,NAVSQU,1,7/18/24,NA,NA,28.5,7,52,,,,,,7.713,43,26,
SEM,ALONE,NAVSQU,2,7/18/24,NA,NA,38,6,30,,,,,,4.798,33,27,
SEM,ALONE,NAVSQU,3,7/18/24,NA,NA,43.5,6,59,,,,,,11.496,44,32,
SEM,ALONE,NAVSQU,4,7/18/24,NA,NA,38.4,5,42,,,,,,5.632,40,14,
SEM,ALONE,NAVSQU,5,7/18/24,NA,NA,40.1,5,14,,,,,,,,,
SEM,ALONE,NAVSQU,6,7/18/24,NA,NA,44.4,1,29,,,,,,5.59,37,18,
SEM,ALONE,NAVSQU,7,7/18/24,NA,NA,42,11,69,,,,,,13.632,48,33,
SEM,ALONE,NAVSQU,8,7/18/24,NA,NA,27.3,1,10,,,,,,0.998,25,8,
SEM,ALONE,NAVSQU,9,7/18/24,NA,NA,40,9,50,,,,,,7.398,44,38,
SEM,ALONE,NAVSQU,10,7/18/24,NA,NA,45.1,10,85,,,,,,,,,
WIR,ALONE,NAVSQU,1,7/12/24,NA,NA,40,,56,,,,,,11.504,33,7,
WIR,ALONE,NAVSQU,2,7/12/24,NA,NA,52,,132,,,,,,25.258,30,8,
WIR,ALONE,NAVSQU,3,7/12/24,NA,NA,49,,191,,,,,,36.033,35,12,
WIR,ALONE,NAVSQU,4,7/12/24,NA,NA,53,,157,,,,,,,,1,
WIR,ALONE,NAVSQU,5,7/12/24,NA,NA,52,,154,,,,,,29.674,27,8,
WIR,ALONE,NAVSQU,6,7/12/24,NA,NA,50,,91,,,,,,14.817,40,12,
WIR,ALONE,NAVSQU,7,7/12/24,NA,NA,55,,159,,,,,,26.928,26,17,
WIR,ALONE,NAVSQU,8,7/12/24,NA,NA,57,,102,,,,,,24.536,38,22,
WIR,ALONE,NAVSQU,9,7/12/24,NA,NA,45,,71,,,,,,13.237,35,10,
WIR,ALONE,NAVSQU,10,7/12/24,NA,NA,47,,69,,,,,,,,,
BR,ALONE,PLAFIG,1,6/25/24,NA,NA,17.3,1,23,,,,,,none,,,
BR,ALONE,PLAFIG,2,6/25/24,NA,NA,15.4,1,59,,,,,,none,,,
BR,ALONE,PLAFIG,3,,NA,NA,,,,,,,,,none,,,DEAD
BR,ALONE,PLAFIG,4,6/25/24,NA,NA,20.9,1,107,,,,,,none,,,
BR,ALONE,PLAFIG,5,6/25/24,NA,NA,25.6,1,112,,,,,,none,,,
BR,ALONE,PLAFIG,6,6/25/24,NA,NA,20.6,1,132,,,,,,none,,,
BR,ALONE,PLAFIG,7,6/25/24,NA,NA,19.3,1,217,,,,,,none,,,
BR,ALONE,PLAFIG,8,6/25/24,NA,NA,15.1,1,85,,,,,,none,,,
BR,ALONE,PLAFIG,9,6/25/24,NA,NA,19.6,1,71,,,,,,none,,,
BR,ALONE,PLAFIG,10,6/25/24,NA,NA,21,1,66,,,,,,none,,,
BR,ALONE,PLAFIG,11,6/25/24,NA,NA,11,1,15,,,,,,none,,,
RF,ALONE,PLAFIG,1,6/28/24,NA,NA,58.1,9,214,171,177,218,348,1128,none,,,
RF,ALONE,PLAFIG,2,6/28/24,NA,NA,62.1,8,394,322,460,161,640,1977,none,,,
RF,ALONE,PLAFIG,3,6/28/24,NA,NA,41.1,5,20,29,48,95,77,269,none,,,
RF,ALONE,PLAFIG,4,6/28/24,NA,NA,49.8,11,90,162,143,208,208,811,none,,,
RF,ALONE,PLAFIG,5,6/28/24,NA,NA,66.7,10,273,521,369,584,776,2523,none,,,
RF,ALONE,PLAFIG,6,6/28/24,NA,NA,56.3,8,170,178,339,157,389,1233,none,,,
RF,ALONE,PLAFIG,7,6/28/24,NA,NA,55.6,6,28,106,32,134,121,421,none,,,
RF,ALONE,PLAFIG,8,6/28/24,NA,NA,38.7,5,29,32,178,31,16,286,none,,,
RF,ALONE,PLAFIG,9,6/28/24,NA,NA,44,10,94,81,221,285,165,846,none,,,
RF,ALONE,PLAFIG,10,6/28/24,NA,NA,44.1,6,65,73,22,112,42,314,none,,,
SEM,ALONE,PLAFIG,1,7/18/24,NA,NA,,,724,,,,,,,,,
SEM,ALONE,PLAFIG,2,7/18/24,NA,NA,,,466,,,,,,,,,
SEM,ALONE,PLAFIG,3,7/18/24,NA,NA,,,1705,,,,,,,,,
SEM,ALONE,PLAFIG,4,7/18/24,NA,NA,,,179,,,,,,,,,
SEM,ALONE,PLAFIG,5,7/18/24,NA,NA,,,113,,,,,,,,,
SEM,ALONE,PLAFIG,6,7/18/24,NA,NA,,,565,,,,,,,,,
SEM,ALONE,PLAFIG,7,7/18/24,NA,NA,,,544,,,,,,,,,
SEM,ALONE,PLAFIG,8,7/18/24,NA,NA,,,688,,,,,,,,,
