"","species_name_rf","neighbor_name_rf","mean","lower","upper"
"75","EPIDEN","C",1.15924120407316,0.213466392693018,2.04870886210673
"76","EPIDEN","CERGLO",0.65415424441768,0.0784387128542906,1.14699898211617
"77","EPIDEN","CLAAMO",0.143912674937313,-0.329968856434695,0.707874631282525
"78","EPIDEN","CLAPUR",0.144905949726738,-0.114628143723368,0.37286448304074
"79","EPIDEN","COLLIN",-0.119201493671641,-0.30114535349607,0.0595188105209431
"80","EPIDEN","COLLOM",0.104349604273054,-0.0859873797244077,0.290768474416111
"81","EPIDEN","DANDEION",0.264191252577429,-0.181775303730048,0.869353141619428
"82","EPIDEN","DAUCAR",0.184476074797533,-1.00641413425846,1.39540651340328
"83","EPIDEN","EPIDEN",0.0146992228108995,-0.0556474908888262,0.0863173827504907
"84","EPIDEN","ERILAN",0.396554898858924,0.0323987958119198,0.833247728698826
"85","EPIDEN","GERANIUM",0.678013873024879,-0.468981670847477,1.7703947858908
"86","EPIDEN","GILCAP",-0.0307455375829448,-0.240037279682221,0.181039169478986
"87","EPIDEN","LACTUCA",-0.208478040963185,-0.757782047779875,0.339157024356804
"88","EPIDEN","LATHVIC",0.380746652253706,-0.142042172786504,1.1038726485684
"89","EPIDEN","MADIA",0.873372830557643,-0.639105049770656,2.27620198218948
"90","EPIDEN","MYOSOTIS",-0.46049412789743,-2.02316252814127,1.0538839835433
"91","EPIDEN","NAVINT",0.453476787110971,0.0220046220975398,0.849459682210059
"92","EPIDEN","NAVSQU",0.060842452324885,-0.0258684326367586,0.151494824010243
"93","EPIDEN","PLAFIG",-0.406430597519233,-0.767771475225411,-0.0290323124358471
"94","EPIDEN","PLECON",0.220257596320036,0.00732470516488636,0.418145559937578
"95","EPIDEN","SHEARV",-0.712474441745898,-2.26776889913364,0.780773680877931
"96","EPIDEN","TRIFOLIUM",0.430982933820304,-0.0848810967029228,1.19680484729223
"97","GILCAP","A",0.234849927078085,-0.261256122557671,0.825128691822476
"98","GILCAP","B",0.210993667221701,0.0356563613155614,0.394901726869896
"99","GILCAP","C",0.352367226840626,0.0846210135813429,0.631489555355352
"100","GILCAP","CERGLO",0.103310676932153,-0.0333595798313399,0.240792499514094
"101","GILCAP","CLAAMO",0.182051633135468,-0.413004950306756,0.898494302118168
"102","GILCAP","CLAPUR",0.17207913221809,0.0992795811964203,0.246016621427656
"103","GILCAP","COLLIN",0.0320228469605187,-0.00544884375223467,0.0692252966067979
"104","GILCAP","COLLOM",0.0686055484813912,0.0393346767737845,0.0983657991509973
"105","GILCAP","DANDEION",0.335640487018068,-0.232964480445784,1.12107719521808
"106","GILCAP","DAUCAR",0.548735570888905,0.115923129358377,1.03159494951718
"107","GILCAP","EPIDEN",0.0344594603220897,0.00917566570788953,0.0602711269236563
"108","GILCAP","ERILAN",0.500126354904372,0.0417642496203992,1.04737317039678
"109","GILCAP","GERANIUM",0.182474915421641,0.00383125743036591,0.343933583445126
"110","GILCAP","GILCAP",0.0169634679913872,-0.0419634970339778,0.0722917160594281
"111","GILCAP","LACTUCA",0.282934786516639,0.0808788465391787,0.492918166787243
"112","GILCAP","LATHVIC",0.483771809845291,-0.171544068513221,1.41628946969473
"113","GILCAP","MADIA",0.306738340865367,-0.306790798146037,1.21863388261689
"114","GILCAP","MYOSOTIS",-0.135034007407591,-0.497044573536414,0.179925122526751
"115","GILCAP","NAVINT",-0.12677334672938,-0.250883647766209,-0.00695312406972989
"116","GILCAP","NAVSQU",0.0280874404301442,0.0161431545600942,0.0403163980223707
"117","GILCAP","PLAFIG",-0.0462438471801705,-0.147296520529431,0.0520791663120078
"118","GILCAP","PLECON",0.0030000022875595,-0.054129949292063,0.0593706200047149
"119","GILCAP","SHEARV",0.209658626503622,-0.0932811689948699,0.541381186609703
"120","GILCAP","TRIFOLIUM",0.548895278227194,-0.101744565054811,1.55144553269934
"121","NAVSQU","A",0.354012823590165,-0.388522616973543,1.26458694755667
"122","NAVSQU","B",0.315101202154498,0.0536098912589633,0.572270013764872
"123","NAVSQU","C",0.526048815153075,0.132806280344605,0.929866096877805
"124","NAVSQU","CERGLO",0.15521536126083,-0.0508800938194547,0.361764300540119
"125","NAVSQU","CLAAMO",0.273994493143119,-0.60267623287821,1.33824743384988
"126","NAVSQU","CLAPUR",0.258361451762498,0.143758020107471,0.37944036155198
"127","NAVSQU","COLLIN",0.0485420749217331,-0.00781876123394332,0.1085559094618
"128","NAVSQU","COLLOM",0.102666310021049,0.0585538332874759,0.148756908830617
"129","NAVSQU","DANDEION",0.504201626542377,-0.343674444633415,1.69687164798871
"130","NAVSQU","DAUCAR",0.819875978519907,0.173404824650739,1.53041614604468
"131","NAVSQU","EPIDEN",0.0514908709741634,0.0135828147501915,0.0904727602400676
"132","NAVSQU","ERILAN",0.747625319166021,0.0624667368484595,1.53398013996764
"133","NAVSQU","GERANIUM",0.275777131426142,0.00494809809703619,0.539371817455008
"134","NAVSQU","GILCAP",0.026631571898684,-0.0586585667010504,0.115767803932291
"135","NAVSQU","LACTUCA",0.425330820427992,0.117174499997782,0.760253766199174
"136","NAVSQU","LATHVIC",0.728857913687262,-0.247775335071542,2.13859215078179
"137","NAVSQU","MADIA",0.460958860541359,-0.446151761749027,1.85650372436487
"138","NAVSQU","MYOSOTIS",-0.206445888960183,-0.76126649697031,0.263602086361852
"139","NAVSQU","NAVINT",-0.191967650723283,-0.394857668265195,-0.00949231771893481
"140","NAVSQU","NAVSQU",0.0418089643681451,0.0253143997351449,0.0574647966995417
"141","NAVSQU","PLAFIG",-0.0705612010904718,-0.228144876817054,0.0750919588037963
"142","NAVSQU","PLECON",0.00387727028751548,-0.0820873355894754,0.0879705027019103
"143","NAVSQU","SHEARV",0.313152750700319,-0.142970542808527,0.807756280006032
"144","NAVSQU","TRIFOLIUM",0.827202480099331,-0.149822607720367,2.38987999854618
"145","PLAFIG","A",0.0913684225102266,-0.101819207405681,0.322018751640489
"146","PLAFIG","B",0.628649981927576,-0.717262537835641,1.83016698655222
"147","PLAFIG","C",0.136679939902815,0.0339276361724809,0.25783286528122
"148","PLAFIG","CERGLO",-0.250179059215128,-1.18391038892829,0.671159728155183
"149","PLAFIG","CLAAMO",0.0709839130559938,-0.161303781933524,0.358112046588534
"150","PLAFIG","CLAPUR",-0.144519369652415,-0.38045033417784,0.112902602013946
"151","PLAFIG","COLLIN",0.236033651149914,0.0203257175592299,0.440708595525173
"152","PLAFIG","COLLOM",0.00170400090409223,-0.0920120423907065,0.0902708709615574
"153","PLAFIG","DANDEION",0.155047136994166,-1.32540313750174,1.61380210912339
"154","PLAFIG","DAUCAR",-0.265500235949896,-1.79393391401959,1.29306360125454
"155","PLAFIG","EPIDEN",-0.00335324926079655,-0.127023601044145,0.116234967691621
"156","PLAFIG","ERILAN",0.229094947974666,-1.3202590201866,1.72158165575848
"157","PLAFIG","GERANIUM",0.0900678393240234,-0.99304064824293,1.21971080563571
"158","PLAFIG","GILCAP",-0.186702231733646,-0.389547141224765,0.0278707834133246
"159","PLAFIG","LACTUCA",-0.506015526636956,-1.5079229823998,0.512242879146524
"160","PLAFIG","LATHVIC",0.188059758237573,-0.0688830005145094,0.575689867987715
"161","PLAFIG","MADIA",0.119037826894723,-0.123900624575093,0.484818938843717
"162","PLAFIG","MYOSOTIS",0.138680628034195,-0.779866889485026,1.01846418544497
"163","PLAFIG","NAVINT",0.0213609005519352,-0.40801602025915,0.451957905417633
"164","PLAFIG","NAVSQU",0.0474673086156548,-0.0140716735302785,0.106684263435097
"165","PLAFIG","PLAFIG",0.540400752474564,0.00341893112177819,1.05554915474685
"166","PLAFIG","PLECON",-0.137368880673511,-0.447602394541616,0.197908037825723
"167","PLAFIG","SHEARV",-0.227963090862084,-1.71429546475736,1.2980789306839
"168","PLAFIG","TRIFOLIUM",0.212026527549539,-0.0396138517984588,0.608944332878057
"169","PLECON","A",0.23181611774273,-0.258624219389749,0.835156220338015
"170","PLECON","B",-0.0869385478593874,-1.66885785527951,1.59586932748686
"171","PLECON","C",0.381755993072463,-1.27290569921915,1.93210940570639
"172","PLECON","CERGLO",0.0468982902129015,-0.886178872449311,0.858795413735735
"173","PLECON","CLAAMO",0.17896787051296,-0.42001897995733,0.886957529758735
"174","PLECON","CLAPUR",0.173749881016118,-0.177516428057991,0.474683654831308
"175","PLECON","COLLIN",0.176499084252361,-0.159354376100014,0.484498851486897
"176","PLECON","COLLOM",0.119781864955678,-0.0846629435716782,0.328457527017442
"177","PLECON","DANDEION",-0.0451433630974816,-1.67703309762804,1.62251608162208
"178","PLECON","DAUCAR",0.537860933940376,0.113276488743118,1.02862295712191
"179","PLECON","EPIDEN",0.0340629888376304,-0.0761138247901198,0.148205474359185
"180","PLECON","ERILAN",0.124168886797877,-1.16731917554831,1.32907596969992
"181","PLECON","GERANIUM",0.180736704143623,0.00261659351514933,0.356313028590388
"182","PLECON","GILCAP",-0.0221420060835253,-0.302038423217727,0.268962403044432
"183","PLECON","LACTUCA",0.33594169417351,-0.450345611892353,1.17578561310735
"184","PLECON","LATHVIC",0.474676820550385,-0.165178274234627,1.39719532657246
"185","PLECON","MADIA",0.30128267719429,-0.304713558552587,1.21757599219946
"186","PLECON","MYOSOTIS",-0.13326675456234,-0.494330270211781,0.170923450978024
"187","PLECON","NAVINT",-0.0401872769132016,-1.96755554447805,1.9214913977263
"188","PLECON","NAVSQU",0.0492920540065815,-0.0039185203638942,0.0992848802217293
"189","PLECON","PLAFIG",-0.439269835541428,-1.04617441293115,0.170747365626134
"190","PLECON","PLECON",-0.175611647267952,-0.805003736562448,0.504881553259257
"191","PLECON","SHEARV",-0.691588970549298,-2.22796373646418,0.861398647689841
"192","PLECON","TRIFOLIUM",0.538591935128665,-0.0999973820477583,1.52685016298892
